stationcode,StartDate,EndDate,Latitude,Longitude,Nutr_NH4,Nutr_NO2,Nutr_NO3,Nutr_NOX,Nutr_PO4,Nutr_SiO2,Pigm_Chlorophyll_c3,Pigm_Chlorophyll_c2,Pigm_Chlorophyllide_a,Pigm_Pheophorbide_a,Pigm_Peridine,Pigm_19butanoyloxyfucoxanthin,Pigm_Fucoxanthin,Pigm_Neoxanthine,Pigm_Prasinoxanthin,Pigm_19hexanoylooxyfucoxanthine,Pigm_Diadinoxanthin,Pigm_Antheraxanthin,Pigm_Alloxanthin,Pigm_Diatoxanthin,Pigm_Zeaxanthin,Pigm_Chlorophyll_b,Pigm_Echinenone,Pigm_Chlorophyll_a,Pigm_Pheophytin_a,Pigm_BetaCarotene,CTD_Pressure_3m,CTD_Temperature_3m,CTD_Conductivity_3m,CTD_Obs_3m,CTD_Altimeter_3m,CTD_Par_3m,CTD_FlECO.AFL_3m,CTD_Sbeox_3m,CTD_Sbeox0PS_3m,CTD_Salinity_3m,CTD_SvCM_3m,CTD_Density_3m,Zoopl_Amphipoda,Zoopl_Annelida,Zoopl_Anomura,Zoopl_Appendicularia,Zoopl_Brachyura.zoe,Zoopl_Branchiopoda,Zoopl_Calanoidea,Zoopl_Caridae.zoe,Zoopl_Chaetognatha,Zoopl_Cirripeda.cypris,Zoopl_Cirripeda.nauplius,Zoopl_Cnidaria,Zoopl_Ctenophora,Zoopl_Cumacea,Zoopl_Echinodermata,Zoopl_Harpacticoida,Zoopl_Mollusca,Zoopl_Mysidae,Zoopl_Noctiluca,Zoopl_Pisces.egg,Zoopl_Pisces.larvae,Zoopl_Porcellanidae.zoe,Turb_Secchi,UW_id_nav,UW_OctansHeading,UW_OdomDepth200khz,UW_CourseOverGround,UW_SpeedOverGround,UW_OdomDepth33khz,UW_NavDepth50khz,UW_Speedlog,UW_FLRTchla,UW_Salinity,UW_Temperature,UW_RelativeHumidity,UW_WindDirection,UW_WindSpeed,UW_AirPressure,UW_SoundVelocity,UW_WaterFlow,pico_conc_RWS,nano_conc_RWS,micro_conc_RWS,Synechoccocus_conc_RWS,pico_totFLR_RWS,nano_totFLR_RWS,micro_totFLR_RWS,synechoccocus_totFLR_RWS,Synechoccocus_conc_CNRS,pico_conc_CNRS,nano_conc_CNRS,micro_conc_CNRS,synechoccocus_totFLR_CNRS,pico_totFLR_CNRS,nano_totFLR_CNRS,micro_totFLR_CNRS,nano_totFLR_VLIZ,micro_totFLR_VLIZ,macro_totFLR_VLIZ,pico_totFLR_VLIZ,pico_conc_VLIZ,nano_conc_VLIZ,micro_conc_VLIZ,macro_conc_VLIZ,Chlorophytes,Cyanobacteria,Diatoms,Dinoflagellates,Euglenophytes,Phaeocystis,FluoroProbeCNRS,StatParam,Fv.Fm,Sigma,NPQ,NSV,rETR,RCII,JVPII.Sigma,aLHII,JVPII.aLHII,Chl.2..mcg.l.,TSM.2..mg.l.,Kd.2..1.m.,BO2_curvelmean_ss,MS_biogeo05_dist_shore_5m,Depth,Bacillaria,Biddulphia,Brockmanniella,CentricDiatom,Cerataulina,Ceratium,Chaetoceros,Ditylum,Eucampia,Guinardia,Helicotheca,Lauderia,Leptocylindrus,Leptocylindus,Lithodesmium,Meuniera,Navicula,Noctiluca,Odontella,Paralia,Pleurosigma/Gyrosigma,Protoperidinium,Pseudonitzschia,Rhizosolenia,Skeletonema,Thalassionema,Thalassiosira,Triceratium,Unknown,Phaeocystis_NGS,Diatoms_NGS,Chlorophytes_NGS,Cryptophytes_NGS,Dinoflagellates_NGS,Euglenophytes_NGS,Cyanobacteria_NGS
11,05/09/2017 05:06,05/09/2017 05:08,50.5748432,1.062474,0.33,0.02,0.2,0.22,0.03,1.32,0.04887,0.034676,0,0,0,0,0.165831,0,0,0,0.020171,0,0,0,0,0,0,0.344353,0,0,3.026,10.909,39100,1.0125,35.8,183,0.4505,8.788,99.389,35.1388,1493.27,1026.9139,0,7.384615385,0,12.30769231,4.923076923,0,409.8461538,0,0,0,0,3.692307692,7.384615385,0,9.846153846,7.384615385,0,0,0,3.692307692,1.230769231,2.461538462,NA,11287,352.15,NA,218.9,1.7,0.79,35.7,0.29,0.62,34.782,11.0742,75,47,9.93,1.023,1493.67,0.94,NA,NA,NA,NA,NA,NA,NA,NA,2471.117858,5166.615901,4563.515514,59.5551147,199892.9679,895033.6875,12082992.11,4771906.41,10249555.4,123645.458,109158.06,1365122,3353.127,4334.8816,37.898637,7.218788,1.48E-05,1.74E-05,0.107240596,0,0,0.237127217,1.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053402282,42,35.90532349,0,0,0,0,0,2.424219492,2.424713036,0,0,6.301645105,3.391918928,0,0,0,0,0,0.970073241,0,0.484543076,0.484543076,0,2.423702468,0.484543076,0,0,0,0,0,0,0.26,1.76,3.37,1.05,696.45,0.00,0.59
12,05/09/2017 03:29,05/09/2017 03:33,50.4038882,1.2667993,0.34,0.03,0.06,0.09,0.02,1.58,0.307363,0.112285,0.534768,0,0,0.065994,0.646402,0,0,0,0.095549,0,0,0.012455,0.00637,0,0,0.577297,0,0,3.026,11.1812,39200,2.6723,19.6,318,5.5481,9.0358,102.661,34.9478,1493.99,1026.7155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10129,284.55,13.17,195.3,0.4,13.11,13.1,0.28,5.1,34.698,11.3607,76,29.2,10.01,1.023,1494.56,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13848909.1,385854.5,168245.35,1138753,3209.955,7023.1237,96.94496,21.54332,0,0,0,0.014822446,0,0.562477548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038912334,29,14.1910058,0,0,0,0.971321772,0,0,3.399685056,0.485554746,0,1.942572716,1.942454806,0,0,0,0,0,1.942761455,0,5.342611709,0,0,4.857174873,0.485767026,0,0,0,0,0,0,0.26,1.53,0.50,0.07,987.40,0.00,0.02
13,05/09/2017 01:34,05/09/2017 01:34,50.588467,1.4990263,0.33,0.03,0.13,0.16,0.07,1.78,0.148389,0.06478,0.363729,0,0,0.03124,0.374876,0,0,0,0.047774,0,0,0,0,0,0,0.958266,0,0.007406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.2,1.6,3.2,0,159.2,0,0,0,1.6,0,6.4,1.6,14.4,0,0,0,0,1.6,1.6,0,NA,8624,285.71,23.14,204.6,1.5,23,23.2,0.25,6.03,34.333,11.5092,82,36.1,9.42,1.024,1494.64,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74999042.9,1476103.74,392555.377,2236578,4783.927,25634.3431,474.51037,17.254921,0.002102555,0,0.274735195,3.84E-05,0,0.681423923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063662678,13,22.3324646,0.484777972,0,0,0.969767499,0,0,1.939205909,0.484871994,0,0.969649965,0.96979101,0,0,0,0,0,1.454686515,0,4.848390872,1.454663004,0,0.96979101,0.484777972,0,0,0,0.969673477,0,0,0.10,5.09,0.39,0.06,748.49,0.00,0.02
14,05/09/2017 17:10,05/09/2017 17:14,50.7719275,1.2733055,0.46,0.05,0.99,1.04,0.04,0.85,0.098864,0.056658,0.388411,0,0.048661,0.018402,0.316009,0,0.02508,0,0.051357,0,0.027386,0.006794,0.003822,0.032181,0,0.588691,0,0.013373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.8,0,17.6,5.6,0,884.8,1.6,2.4,0,0.8,4.8,4.8,0,0.8,8.8,0,0,84,0.8,0,1.6,360,19980,284.54,25.22,212.6,0.9,25,25,-0.28,1.24,34.775,11.0934,71,35.4,8.96,1.017,1493.72,0.84,4740.01667,10081.39,79.489876,2630,2405548.08,37226621.9,1075683.305,1190000,7718.029689,8129.868239,9913.479665,33.73571107,866094.7195,3998295.137,39912730.71,1594025.491,16429353.7,735111.01,68982.24,1370390,3542.669,6075.7792,103.166652,5.526785,0.001116464,0.016290079,0.000169602,0.119219751,0.115388732,0.336515353,4.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,4.27,0.17,0.082224265,31,24.05302048,0,0,0,0.486334014,0,0.974849352,1.947517381,0.486334014,0,101.311034,4.872637855,0,0,0,0,0.974184121,0.48709206,0,2.922366733,0.48709206,0.974091306,1.948182612,0.974184121,3.893611484,0,0,0,0,0.487757292,NA,NA,NA,NA,NA,NA,NA
15,05/09/2017 09:48,05/09/2017 09:51,50.9413202,1.0489045,0.49,0.11,6.04,6.15,0.19,0.44,0.244991,0.210534,0.130877,0,0.029423,0.062187,0.799541,0,0,0,0.119436,0,0.048215,0.02675,0.007166,0.086246,0,1.796457,0,0.032896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.666666667,0.761904762,4.571428571,7.619047619,0,224.7619048,0.761904762,0,1.523809524,0.761904762,0.761904762,1.523809524,0,0,34.28571429,0,0,181.3333333,1.523809524,0,3.80952381,500,14704,10.08,29.88,350.2,0.9,29.8,30.2,0.21,1.76,34.654,11.1233,74,69.9,6.26,1.022,1493.68,0.84,9696.25369,21339.6461,77.096696,3060,5608497.81,105423195,1452356.056,1540000,10066.56978,18648.08078,14904.30687,413.6877711,1784849.864,5692114.797,45496302.67,10795299.87,15276661,766085.5,99353.69,2694135,10048.6,6314.609,76.36516,5.266563,0.001049654,0.027700508,0.050841349,0.080265819,0.34956809,1.287074541,7.98,meanoneuphoticlayer,0.29,3.96,0.99,3.38,25.87,14.3,0.27,0.12,0.29,3.63,2.8,0.3,0.08085198,7,26.57206398,5.827930367,0,0,0.485436893,0,0.485625486,0.971345313,0.485672657,0,9.711944118,11.16905643,0,0,0,0,0,0,0,7.770196546,0.485436893,0.971062379,0.971298142,6.798332535,18.93722536,0,0,0,0,2.913658663,0.70,1.05,34.99,7.32,214.22,0.01,0.09
16,05/09/2017 11:22,05/09/2017 11:24,51.0542842,1.1892878,0.87,0.17,9.32,9.49,0.38,0.43,0.041475,0.073068,0.118212,0,0,0.008884,0.329969,0,0,0,0.048571,0,0.038572,0.016984,0,0.059214,0,0.97229,0,0.021931,3.026,11.082,39100,0.9145,21.9,53.3,1.5731,8.9908,101.961,34.9881,1493.7,1026.765,0,3.047619048,0,0,1.523809524,0,242.2857143,0,1.523809524,0,1.523809524,0,3.047619048,0,0,38.0952381,0,0,540.952381,0,0,0,260,15824,340.35,22.9,64.2,0.6,22.84,23,0.19,0.62,34.446,11.1426,74,85.8,8.18,1.021,1493.5,0.84,6345.90378,7670.8722,71.672293,1920,2896376.05,33349465,2922109.1,1090000,5616.690094,12667.30543,6065.989643,60.17404672,1030964.171,3997305.76,15406704.39,4466885.3,23839534,899133.18,1817968.55,3182676,10347.52,11083.569,284.29396,35.049943,0.002913379,0.001528991,0.317660235,1.08E-05,0.21245132,0.437735305,2.672,meanoneuphoticlayer,0.35,3.21,0.12,2.24,57.32,5.24,0.16,0.3,0.14,3.53,5.03,0.47,0.084352657,5,20.18903061,22.93508555,0,0,6.347663336,0,0.977517107,0.487757292,2.927354725,0,12.69194231,66.86452553,0,0,0,0,0,0.488758553,0.487662148,24.40736878,5.368238851,0,0,0.977517107,104.9357765,0,0,3.414205899,0,14.64287633,NA,NA,NA,NA,NA,NA,NA
17,05/09/2017 15:53,05/09/2017 15:55,50.9243428,1.376707,0.56,0.08,2.42,2.5,0.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.026,11.0511,39000,0.648,37.59,53.9,2.4188,9.102,103.112,34.9261,1493.51,1026.7224,0,1,0,7.5,1.5,0,478,0,1.5,0,0,0,2.5,0.5,1,9.5,0,0,13.5,0.5,0,0.5,560,19083,305.18,NA,192.1,1,11.64,32.3,0.26,1.45,34.72,11.0848,69,53.2,6.4,1.018,1493.63,0.85,6327.16403,18090.3629,117.29938,2750,3425433.61,93518045,2628985.32,1330000,8117.022757,10249.39767,12732.19131,353.6849419,1141687.527,4202594.599,52315688.01,9685433.501,18377649.1,620953.14,218688.72,1465288,3167.328,7459.7885,100.183115,7.706393,NA,NA,NA,NA,NA,NA,10.816,meanoneuphoticlayer,0.45,4.36,0.72,1.29,25.79,14.65,0.16,0.82,0.19,2.23,2.23,0.4,0.084805749,18,39.1397728,0.488997555,0,0,1.468166083,0,2.934512274,5.382085944,1.468166083,0,518.5091263,12.22649782,0,0,0,0,10.76292776,0.979288058,0,12.22891536,2.444629185,0,0.978641584,0.488878025,45.98069295,0,0.489644029,0,0,0.97775605,0.02,0.34,4.06,2.86,217.10,0.01,0.27
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,05/08/2017 22:15,05/08/2017 22:26,50.9769752,1.6403992,1.01,0.03,0.32,0.35,0.08,2.21,0.53242,0.400014,0,0,0,0.081223,1.040673,0,0,0,0.138546,0,0,0,0,0,0,2.977638,0,0.021396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6354,322.78,NA,104.6,0.9,0.67,38.3,0.44,6.57,34.397,11.4079,85,28,10.17,1.024,1494.36,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82394847,1812524.32,250961.38,1709895,5173.919,20659.008,373.108774,17.253586,0,0,0.856563667,6.51E-05,0.001815002,2.119156211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086410739,8,36.83549789,0,0,0,2.932505342,0,0,1.465440938,0.489021468,0,0.488209735,2.932171882,0,0,0,0,0,2.441193487,1.466252671,4.885010821,4.39794628,0.488209735,0,2.441193487,0.977231203,0,0,0.977231203,0,0,0.00,0.13,0.23,0.37,18.83,0.00,0.11
20,05/09/2017 14:10,05/09/2017 14:18,51.0627438,1.5574268,0.71,0.09,2.89,2.98,0.11,0.54,0.229076,0.200317,0.069661,0,0,0.055841,0.751315,0,0,0,0.12063,0.059278,0,0.011889,0.010033,0.063075,0,1.496415,0,0.027815,3.026,11.1113,38800,2.567,23.19,623,0.8633,8.5496,96.806,34.6442,1493.38,1026.4919,0.31372549,1.568627451,1.568627451,26.35294118,2.196078431,0,484.7058824,0,0.31372549,0,0,0,0.62745098,0,1.568627451,3.137254902,0,0,24.47058824,0.941176471,0.62745098,1.254901961,400,17813,333.34,NA,11,0.7,0.76,50,0.42,1.23,34.677,11.0399,73,43.7,4.94,1.02,1493.42,0.85,7452.70759,16172.2337,98.80483,3420,4725018.12,80028223,1715641.02,1780000,10110.93887,12675.05828,15521.77718,86.66384463,1399583.411,4808139.301,65775312.32,2195909.219,51871827.4,1214695.96,61495.28,3378704,8592.635,14592.9058,83.029543,3.690202,0.000417311,0.042946119,0.085836181,0,0.45439322,0.912807232,8.62,meanoneuphoticlayer,0.31,4.68,0.53,2.16,9.48,1.75,0.83,0.11,0.89,5,3,0.4,0.08524891,18,44.17028122,2.448688357,0,0,2.479352383,0,1.958396143,2.462634014,2.4598613,0,103.2289091,21.18732181,0,0,0,0,0.987557256,3.464136926,0,13.78404671,2.976617425,2.462634014,3.461364213,0.980584428,72.88599982,0,0,1.972341799,0,0.487519501,0.01,0.16,1.70,1.33,166.13,0.00,0.18
21,05/09/2017 12:46,05/09/2017 12:54,51.1325458,1.4250008,0.66,0.15,9.05,9.2,0.36,0.4,0.036866,0.099075,0.255188,0,0.028166,0.012409,0.489596,0,0,0,0.06653,0,0.019886,0.010568,0,0.036615,0,1.431427,0,0.033758,3.026,11.1041,39000,1.1097,30.17,631,1.9251,8.9239,101.163,34.8535,1493.61,1026.6562,0,1.333333333,0,12,0,0,50.22222222,0,1.333333333,0,0,1.333333333,2.666666667,0,4,26.66666667,0,0,981.3333333,0,0,0,175,16809,285.98,28.35,63.8,1.9,0.68,29.3,-0.1,1.54,34.39,11.0484,75,48.4,5.63,1.02,1493.1,0.86,5084.700631,8617.25,140.739052,1320,2574539.041,44651556,4067416.352,702000,NA,NA,NA,NA,NA,NA,NA,NA,41879177,395112.01,195293.74,3798733,10646.27,12731.6643,77.516822,5.671963,0.002338251,0.002503011,0.712409836,0.077058482,0.144958653,0.492131798,5.312,meanoneuphoticlayer,0.47,3.29,0.57,1.13,27.27,13.17,0.13,0.55,0.13,6.15,10.25,1.1,0.081651762,8,25.2461705,21.55711759,0,0,3.910088908,0,0.976228828,0,25.43139645,0,11.72881228,92.92650934,0,0,0,0,0,6.855535897,0.976848686,75.33784466,7.830525008,0.976228828,0.976848686,0.976228828,219.0559563,0,0,7.822657249,0,4.892731048,NA,NA,NA,NA,NA,NA,NA
22,05/10/2017 06:42,05/10/2017 06:42,51.404856,1.5436162,0.3,0.2,10.39,10.59,0.35,0.36,0.030865,0.123293,0.300221,0,0,0,0.674604,0,0,0,0.103334,0,0.0192,0.015097,0,0,0,1.917572,0,0.036136,3.027,10.8979,38600,2.2465,39.49,33.9,1.3273,8.7577,98.72,34.6559,1492.66,1026.5396,0,0,0,23.27272727,2.909090909,0,32.41558442,2.909090909,0,0,2.909090909,5.818181818,0,0,8.727272727,17.45454545,0,0,526.5454545,0,0,0,100,29723,25.82,12.15,204,1.7,12.11,12.2,0.24,2.07,34.216,10.5928,68,75.2,3.37,1.011,1491.29,0.86,3674.489577,6113.15445,136.336543,759,1674952.52,30871565.2,5903722.628,387000,2943.950432,10274.2546,5378.557716,329.7047935,346008.188,2962329.157,23932046.15,45415919.9,34944921,839863.99,636394.62,3371025,9593.199,15725.613,271.27296,20.550987,0,0,1.437876423,0,0,0.47972352,10.002,meanoneuphoticlayer,0.55,2.82,0.38,0.87,24.85,23.17,0.17,0.7,0.16,7.33,12.7,1.37,0.045798019,11,14.07407841,55.82536411,0,0,24.26901837,0,0,0,60.67231091,0,14.56511089,38.83318608,0,0,0,0,0,2.427773731,0,116.4969684,9.705675548,0,0,0,133.4900865,0,0,14.56346111,0,0,0.00,0.13,0.02,0.01,2.82,0.00,0.00
23,05/10/2017 05:18,05/10/2017 05:26,51.2887853,1.7132808,0.73,0.15,8,8.15,0.31,0.31,0.07234,0.119199,0,0,0,0.022209,0.45815,0,0,0,0.061709,0,0.028544,0.008492,0.003344,0.043767,0,1.412859,0,0.024606,3.026,10.5767,38100,12.7515,12.71,23.5,2.7554,8.8927,99.417,34.439,1491.26,1026.4277,0,0.484848485,0,10.66666667,0,0,12.64069264,0,0.484848485,0,0,1.939393939,1.454545455,0,0,2.181818182,0,0,428.1212121,0.484848485,0,0,340,28732,265.12,NA,224.3,1.6,28.78,39.5,1.05,1.14,34.442,10.9073,71,75.9,1.92,1.011,1492.67,0.85,4761.493262,7442.0369,77.965964,1490,2258915.67,29878360,789040.307,767000,5029.590812,12074.47175,6181.000142,62.16833278,599905.4154,3652439.199,25454133.53,6319730.071,37199099,7538818,2042353,6314084,12486.91,23513.421,583.10763,21.012882,0.002920569,0.01880057,0.314874716,0,0.199882374,0.876421694,3.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073463835,30,41.33752487,6.857582547,0,0,4.914534085,0,0,0.493534695,3.922472396,0,7.377215265,19.1621055,0,0,0,0,0,8.828674356,0,17.18491974,4.921471708,0.982627917,0,0.493534695,59.90098513,0,0,6.878688271,0,2.942340628,0.01,0.47,1.85,1.32,65.92,0.01,0.03
24,05/10/2017 02:04,05/10/2017 02:09,51.2045545,1.8649327,0.78,0.08,0.28,0.36,0.04,1.2,0.690603,0.584541,0.274421,0,0,0.081223,1.265306,0,0,0,0.185524,0,0.019286,0,0.021021,0.064363,0,4.861449,0,0.043327,3.042,11.0726,39000,0.7868,48,61.2,1.7232,9.014,102.137,34.8852,1493.54,1026.6867,2.666666667,0,1.333333333,6.666666667,5.333333333,0,46.66666667,2.666666667,0,2.666666667,0,0,0,0,0,5.333333333,0,0,25.33333333,0,0,0,NA,26383,329.71,29.99,67.3,1,29.86,30.4,-1.25,5.73,34.584,11.0815,73,83.9,4.85,1.013,1493.45,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57200314,498637.57,919481.2,6353985,11518.51,17629.1236,134.603652,17.815192,0,0.101025248,0.43666249,0.000439755,0.233222351,4.090050025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073010318,25,21.77244415,0.486594326,0,0,0.486997175,0,0,0,0,0,10.22322269,8.278053935,0,0,0,0,0,1.946780154,0,0.486997175,0.973994351,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
25,05/10/2017 03:24,05/10/2017 03:31,51.373101,1.9205338,0.36,0.07,1.8,1.87,0.05,0.47,0.342087,0.278854,0.05418,0,0,0.059225,0.617424,0,0,0,0.091966,0,0.0099,0,0.014491,0.030036,0,2.24209,0,0.02621,3.026,11.0321,38700,8.8589,26.58,29.1,2.0265,8.7002,98.314,34.5949,1493.04,1026.4679,1.6,0.8,0.8,20.8,1.6,0,31.2,0,0,2.4,0,0,0.8,0.8,0.8,4.8,0,0,37.6,0,0,0,NA,27350,291.2,NA,301.9,1.4,8.86,36.7,1.99,7.71,34.601,10.9429,70,78.6,3.3,1.012,1492.99,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20706876,515665.73,258811.53,3125097,8995.224,6798.582,94.01076,11.464726,0.000720025,0.062326252,0.015696877,0,0.136994312,2.026362428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061702434,43,37.08764534,1.471216815,0,0,0.980948638,0,0.980948638,0,0,0,4.409638012,18.15238388,0,0,0,0,0,0.979096294,0,2.940993571,2.453297768,0.979816324,1.473069159,0.979816324,11.77004227,0,0,0.491400491,0,0,0.21,0.42,2.84,2.05,510.52,0.00,0.06
26,05/10/2017 08:02,05/10/2017 08:09,51.5009698,1.6536178,0.48,0.19,8.37,8.56,0.27,0.63,0.031508,0.108363,0,0,0,0.013326,0.432345,0,0,0,0.055737,0,0.0126,0.005944,0,0.018022,0,1.152062,0,0.021842,3.026,11.0745,38900,1.5245,28.65,1.00E-12,7.7285,9.5906,108.615,34.7999,1493.44,1026.6198,0,0,0,8.533333333,0,0,21.02857143,0,1.066666667,1.066666667,0,2.133333333,2.133333333,0,1.066666667,4.266666667,1.066666667,0,290.1333333,0,1.066666667,0,140,30754,63.58,23.95,218.6,1.9,23.92,24.4,0.04,1.82,34.335,10.397,62,58.3,3.15,1.01,1490.74,0.86,NA,NA,NA,NA,NA,NA,NA,NA,3744.624377,10300.83026,9399.150164,314.0890751,445801.7062,3356289.442,45895524.01,37868396.1,64082755,2550642.91,3954648.7,7329571,23119.65,45882.17,954.292787,52.69102,0.000972266,4.65E-05,0.681298752,8.41E-05,0.049678613,0.420019852,8.17,meanoneuphoticlayer,0.42,2.87,0.32,1.56,34.15,17.3,0.22,0.71,0.21,5.05,10.2,0.95,0.028445972,27,25.26137123,36.53237661,0,0,24.19418837,0,0,0.493754012,44.43124627,0,6.416321361,25.17570081,0,0,0,0,0,2.961869472,0.493754012,29.12681277,6.421685272,3.456232215,0,0.493145281,80.96612661,1.481262035,0,13.82610045,0,0,0.04,26.02,2.83,2.67,140.01,0.00,0.04
27,05/10/2017 10:18,05/10/2017 10:27,51.6655657,1.4180745,0.3,0.15,7.52,7.67,0.25,0.22,0.036009,0.201452,0,0,0,0,0.780082,0,0,0,0.10298,0,0.021601,0.015852,0,0.034327,0,2.461109,0,0.028528,1.7,10.9404,38800,1.2198,37.48,1.00E-12,11.9086,9.795,110.627,34.8184,1492.97,1026.6526,0,3.428571429,1.142857143,21.71428571,3.428571429,0,32.68571429,1.142857143,0,1.142857143,2.285714286,3.428571429,2.285714286,0,4.571428571,5.714285714,0,1.142857143,171.4285714,9.142857143,0,0,240,32379,333.12,21.01,255.8,0.8,21,20.9,0.28,1.66,34.209,11.0082,66,64.9,4.04,1.009,1492.74,0.84,5543.049459,7195.38891,171.843368,1280,2163838.078,22508745,10187535.78,610000,3844.313015,15773.50376,7372.072419,166.1122908,416174.42,4937852.164,27814429.4,28739548.6,32726824,1915776.46,852647.6,3114508,12044.1,12806.686,327.96641,23.997543,0.003351299,0,1.855208804,9.70E-05,0.122180968,0.480261998,6.2,meanoneuphoticlayer,0.38,2.92,0.91,1.85,55.86,16.79,0.5,0.79,0.41,2.57,5.5,0.6,0.021855796,26,20.67782364,33.42709376,0,0,21.65132872,0,0,1.47606957,102.8233765,0,7.370923861,51.64055884,0,0,0,0,0,4.914173756,0.495196593,89.02936967,2.466462756,1.966602279,0,0.490436488,142.6644179,0,0,32.96968934,0,0,0.11,18.82,40.31,12.25,124.44,0.45,0.85
28,05/10/2017 11:53,05/10/2017 11:57,51.554325,1.1588122,0.4,0.2,8.6,8.8,0.29,0.33,0.039439,0.209158,0,0,0,0.005641,0.701679,0,0,0,0.099088,0,0.028115,0.019626,0,0.048057,0,2.221412,0,0.032332,3.026,10.3999,38100,8.4345,24.23,104,3.2178,7.3763,82.248,34.6283,1490.84,1026.606,0,3.333333333,0.666666667,36,2,0,24.76190476,0,0,0.666666667,0,0.666666667,1.333333333,0,58,2,0,0,372.6666667,0.666666667,0,0,220,33451,41.02,15.32,295.9,0.9,15.3,15.5,0.01,1.62,34.252,11.3155,67,115.4,5.35,1.008,1493.87,0.84,6559.769,7353.341,106.662908,1530,2667820.002,36306429,5457566.679,711000,3937.190468,15809.35415,4821.227478,135.1338624,433553.022,4821861.298,19215916.66,24347054.03,30769249,3410141.9,2227430.69,3861437,12812.52,21304.486,958.70192,34.087182,0.000512652,0,1.524475408,0,0.171112992,0.525298924,5.118,meanoneuphoticlayer,0.33,3.42,2.77,2.59,52.99,16.89,0.45,0.84,0.43,3.35,5.85,0.65,0.016728077,18,9.46006443,34.09721346,0,0,22.41060597,0,0,2.921651872,118.8698539,0,11.69424536,90.60612402,0.974611374,0,0,0,0,4.871965744,0.974611374,125.6855867,0.974611374,1.947040498,0,8.769320114,189.9706569,0,0,36.04643621,0,0,0.08,34.16,58.77,27.56,163.74,0.33,0.71
